OWNER;TABLE_NAME;TABLE_TYPE;COMMENTS;ORIGIN_CON_ID;NUM_ROWS;ID;
COSWIN;ITEM_SRL;TABLE;This class encapsulates data and behaviour of the item serial number business object.;0;4666;260;
COSWIN;I_CONSP_QTY;TABLE;;0;619140;261;
COSWIN;JOBR_RMK;TABLE;;0;394;262;
COSWIN;JOBS_FOR_ACT;TABLE;;0;0;263;
COSWIN;JOB_ACT;TABLE;;0;0;264;
COSWIN;JOB_ACTN;TABLE;The job_actn class encapsulates data and behaviour of equipmen Job action business object.;;;;
"JOB_ACTN""";0;29759;265;;;;
COSWIN;JOB_ACTV;TABLE;;0;629659;266;
COSWIN;JOB_CATG_INT;TABLE;This class is the intersection of the class DIR_CATG with the class JOB_DIR.;0;21280;267;
COSWIN;JOB_DIR;TABLE;Encapsulates data and behaviour of maintenance job business object.;0;21223;268;
COSWIN;JOB_DOS;TABLE;;0;0;269;
COSWIN;JOB_EMPL;TABLE;;0;16;270;
COSWIN;JOB_ID;TABLE;Holds prefixes and suffixes for job codes autogeneration.;0;0;271;
COSWIN;JOB_MANR;TABLE;The job_manr class encapsulates data and behaviour of manpower requirement business object.;;;;
;"A Resource can't be allocated both to an action and global.""";0;0;272;;;
COSWIN;JOB_REMARKS_INTRF;TABLE;;0;60;273;
COSWIN;JOB_REQUEST_INTRF;TABLE;;0;9377322;274;
COSWIN;JOB_RES;TABLE;;0;0;275;
COSWIN;JOB_SKILL;TABLE;;0;0;276;
COSWIN;JOB_STOCK;TABLE;;0;0;277;
COSWIN;JOB_STOKR;TABLE;The job_stokr class encapsulates data and behaviour of stock requirement business object.;;;;
;"A MainenanceItem can't be allocated both to an action and global.""";0;34323;278;;;
COSWIN;JR_DEL_PARAM;TABLE;;0;0;279;
COSWIN;KIT_;TABLE;Encapsulates Kit business objects data and behaviour.;0;0;280;
COSWIN;KIT_ITEMS;TABLE;Encapsulates Kit_Items business objects data and behaviour;0;0;281;
COSWIN;LATE;TABLE;;0;437464;282;
COSWIN;LB_COLUMN;TABLE;;0;12817;283;
COSWIN;LB_CONFIGURATION;TABLE;;0;732;284;
COSWIN;LB_FILTER;TABLE;;0;1034;285;
COSWIN;LEVELS;TABLE;;0;4;286;
COSWIN;LEVELS_USR;TABLE;;0;306;287;
COSWIN;LIM_UNIT;TABLE;;0;0;288;
COSWIN;LINKED_JOBS;TABLE;Encapsulates data and behaviour of linked job business object.;0;0;289;
COSWIN;LOCATION_;TABLE;This class describes the behaviour of the stock item location business object.;0;29900;290;
COSWIN;LOCATION_INTRF;TABLE;;0;400234;291;
COSWIN;MES_DIR;TABLE;Keeps the details of the measurement job bussiness object.;0;0;292;
COSWIN;MES_FBACK;TABLE; Contains the data for a point reading (the feedback for an equipment measurement point).;0;0;293;
COSWIN;MES_PT;TABLE;This class maintains data for a measurement point defined for an equipment.;0;0;294;
COSWIN;METER_FEEDBACK_INTRF;TABLE;;0;24;295;
COSWIN;MICROSOFTDTPROPERTIES;TABLE;;0;0;296;
COSWIN;MODULE_;TABLE;Holds COSWIN modules which have reports associated for groups or users.;0;2061;297;
COSWIN;MODULE_INTRF;TABLE;;0;42;298;
COSWIN;M_AR_MCOD;TABLE;;0;26;299;
COSWIN;M_AR_MMET;TABLE;;0;21749;300;
COSWIN;M_AR_MMPT;TABLE;;0;0;301;
COSWIN;M_DLY_ATTD_INTRF;TABLE;;0;0;302;
COSWIN;M_DUP_WO_INTRF;TABLE;;0;0;303;
COSWIN;M_EQUIPMENT_DEFECT_INTRF;TABLE;;0;0;304;
COSWIN;M_IFCE_GLOBAL_PARAM;TABLE;;0;111;305;
COSWIN;M_INCOMING_MSG;TABLE;;0;0;306;
COSWIN;M_JOB_REQUEST_INTRF;TABLE;;0;2254595;307;
COSWIN;M_JR_DEL_PARAM;TABLE;;0;1;308;
COSWIN;M_MEASUREMENT_INTRF;TABLE;;0;0;309;
COSWIN;M_METER_FEEDBACK_INTRF;TABLE;;0;0;310;
COSWIN;M_OUTGOING_MSG;TABLE;;0;0;311;
COSWIN;M_SDS_RESEND_INTRF;TABLE;;0;5541;312;
COSWIN;M_STABCARFOREACHTRAIN;TABLE;;0;43;313;
COSWIN;M_TMP_DLY_ATTD_INTRF;TABLE;;0;0;314;
COSWIN;M_TMP_STK_TR;TABLE;;0;0;315;
COSWIN;M_TRAINALARM;TABLE;;0;950;316;
COSWIN;M_TRAINMETER;TABLE;;0;3283578;317;
COSWIN;M_TRAINMETER_BITLEN;TABLE;;0;2;318;
COSWIN;M_TRAIN_REF_INTRF;TABLE;;0;8055740;319;
COSWIN;M_WASHHIST;TABLE;;0;27795;320;
COSWIN;M_WIP_WO_STAB_STD;TABLE;;0;0;321;
COSWIN;M_WO_FEEDBACK_INTRF;TABLE;;0;62488;322;
COSWIN;NEG_INV;TABLE;Encapsulates Credit Note (purchase transaction) data and beaviour.;0;1521;323;
COSWIN;NEG_INV_CC;TABLE;Intersection between Credit Notes and CostCentres;0;1524;324;
COSWIN;NORM_DAT;TABLE;Keeps the data regarding a norm reading.;0;0;325;
COSWIN;NOTIFICATION;TABLE;;0;1;326;
COSWIN;NOTIF_USR;TABLE;;0;1;327;
COSWIN;NSITEM;TABLE;Encapsulates Non Stock Item business objects data and behaviour;0;39616;328;
COSWIN;OBJECTDEPENDENCIES;TABLE;;0;0;329;
COSWIN;OBJECTSTATUS;TABLE;;0;0;330;
COSWIN;ORDER_CHARGES_INTRF;TABLE;;0;850;331;
COSWIN;ORDER_INTRF;TABLE;;0;655;332;
COSWIN;ORDER_ITEM_INTRF;TABLE;;0;349;333;
COSWIN;ORDER_REMARKS_INTRF;TABLE;;0;287;334;
COSWIN;ORD_IT_CHARGES_INTRF;TABLE;;0;840;335;
COSWIN;ORD_IT_COST_CENTER_INTRF;TABLE;;0;168;336;
COSWIN;ORD_IT_REQUEST_INTRF;TABLE;;0;238;337;
COSWIN;ORD_IT_SCHEDULE_INTRF;TABLE;;0;168;338;
COSWIN;PACKAGE;TABLE;;0;0;339;
COSWIN;PACKAGED_ITEM;TABLE;;0;0;340;
COSWIN;PACKAGED_PO;TABLE;;0;0;341;
COSWIN;PARAMETER;TABLE;Table for general and maintenance, static parameters.;0;5;342;
COSWIN;PARAMETERS;TABLE;;0;310;343;
COSWIN;PARAMETER_INTRF;TABLE;;0;1;344;
COSWIN;PARENT_EQP;TABLE;Holds the equipment which have PMP data defined.;0;0;345;
COSWIN;PARG2;TABLE;Table for general parameters, like calendar configuration.;0;1;346;
COSWIN;PARM13;TABLE;Table for maintenance parameters, like job request prefix and serial number.;0;1;347;
COSWIN;PARM15;TABLE;Table for planned maintenance parameters.;0;1;348;
COSWIN;PARM16;TABLE;Table for Work In Progress parameters.;0;1;349;
COSWIN;PARM17;TABLE;Table for unplanned jobs prefix and serial number.;0;1;350;
COSWIN;PARM18;TABLE;;0;0;351;
COSWIN;PARM19;TABLE;;0;0;352;
COSWIN;PARM23;TABLE;Table for contract configuration details.;0;0;353;
COSWIN;PARM_REC;TABLE;Table for depreciation parameters.;0;0;354;
COSWIN;PARP1;TABLE;Table for main purchase parameters.;0;0;355;
COSWIN;PARP2;TABLE;"Table for default ship to"" address.""";0;0;356;
COSWIN;PARP3;TABLE;"Table for default bill to"" address.""";0;0;357;
COSWIN;PARS1;TABLE;Table for main stock parameters, like prefixes and serial numbers.;0;0;358;
COSWIN;PARS2;TABLE;Table for accounting periods data and other stock parameters.;0;0;359;
COSWIN;PAY_MODE;TABLE;This class describes the functionality of the payment mode business class.;0;27;360;
COSWIN;PLAN_ID;TABLE;This class maintains the plans of jobs.;0;6780;361;
COSWIN;PLAN_ID_BK;TABLE;;0;1;362;
COSWIN;PLAN_JOBS;TABLE;This class maintains a job occurrence in a plan.;0;18875;363;
COSWIN;PLAN_JOBS_EMPL;TABLE;;0;0;364;
COSWIN;PLAN_SHIFT;TABLE;;0;126;365;
COSWIN;PLAN_TABLE;TABLE;;0;5;366;
COSWIN;PMP_JOBS;TABLE;The PMP jobs are used to generate an EqpJob. It must have at least one action, with consistent information and at least one resource allocated.;;;;
;An action can appear several times in the list; to be performed for different sub equipments. All actions are numbered by an unique sequence number; that indicates the order.;;;;
;By default; at the creation of the PMP job; the resources and stocks lists are copied from the PMP actions to the new created job. After changing the actions; it can be validated.;;;
;After the validation; the PmpJob can be used to generate a COSWIN job. The resources for the COSWIN job will be constructed after the resources of the PmpJob; and so the stocks.;;;;
;PmpJobs have versions; to keep a trace of their development. When a job is created; its version number is 1. A new version can be created from a validated PmpJob.;;;;
;An archived version can be restored from the history and in this case;;"the version will be restored in status 2 ( ""Consistent actions"" )";" so that can be modified.""";0;0;367
COSWIN;PMP_TEXT;TABLE;;0;0;368;
COSWIN;PORDER_;TABLE;This table manages purchase orders transactions.;0;53925;369;
COSWIN;PO_CC_INT;TABLE;This table describes the features and the behaviour of order item to costcentre business object.;0;82886;370;
COSWIN;PO_ITEMS;TABLE;This class encapsulates data and behaviour of the order item business object (intersection between order and item);0;81993;371;
COSWIN;PO_ITEM_OTHER;TABLE;;0;409965;372;
COSWIN;PO_OTHER;TABLE;Additional charges for a Purchase Order Item;0;269625;373;
COSWIN;PO_RMK;TABLE;;0;196720;374;
COSWIN;PREQUEST;TABLE;This class encapsulates the data and the behaviour of purchase request business object;0;61117;375;
COSWIN;PREQ_CC_INT;TABLE;This class encapsulates the data and the behaviour of request item to costcentre business objects.;0;96479;376;
COSWIN;PRIORITY;TABLE;;0;2;377;
COSWIN;PROCESS_INTRF;TABLE;;0;36;378;
COSWIN;PR_ITEMS;TABLE;This class encapsulates the data and the behaviour of request item to costcentre business objects.;0;95668;379;
COSWIN;PR_PO_INT;TABLE;This class describes the features and the behaviour of order item to request item business object.;0;84769;380;
COSWIN;PR_PQ_INT;TABLE;This class encapsulates the data and the behaviour of quotation item to costcentre business objects.;0;303546;381;
COSWIN;PR_RMK;TABLE;;0;41031;382;
COSWIN;RCT_CC_INT;TABLE;An intersection class (many to many relationship) between CostCentre and ReceiptItem business objects;0;120171;383;
COSWIN;RCT_ITEMS;TABLE;An intersection class (many to many relationship) between Item_/NSItem and Receipt_ business objects;0;119414;384;
COSWIN;RCT_IT_COST_CENTER_INTRF;TABLE;;0;54103;385;
COSWIN;RCT_LOC_INT;TABLE;An intersection class ( many to many relationship ) between Location and ReceiptItem business objects;0;59624;386;
COSWIN;RCT_RMK;TABLE;;0;50836;387;
COSWIN;RC_ABINFO;TABLE;;0;3088674;388;
COSWIN;RC_CLD_VAL;TABLE;Holds employee calendar information by day.;0;0;389;
COSWIN;RECEIPT_;TABLE;;0;84883;390;
COSWIN;RECEIPT_INTRF;TABLE;;0;93926;391;
COSWIN;RECEIPT_ITEM_INTRF;TABLE;;0;126467;392;
COSWIN;RECEIPT_ORDER_INTRF;TABLE;;0;37008;393;
COSWIN;RECEIPT_REMARKS_INTRF;TABLE;;0;1704;394;
COSWIN;RECOM_ACTION;TABLE;;0;0;395;
COSWIN;RECONCILE_INV;TABLE;Header for a Purchase Invoice Reconciliation transaction.;0;1;396;
COSWIN;REPORT;TABLE;Holds the reports associated to COSWIN modules, for groups and users.;0;4897;397;
COSWIN;REP_COUNT_ITEM;TABLE;;0;258731;398;
COSWIN;REQUEST_BY;TABLE;;0;2067;399;
COSWIN;REQUEST_INTRF;TABLE;;0;649;400;
COSWIN;REQUEST_ITEM_INTRF;TABLE;;0;1068;401;
COSWIN;REQUEST_REMARKS_INTRF;TABLE;;0;85;402;
COSWIN;REQ_IT_COST_CENTER_INTRF;TABLE;;0;317;403;
COSWIN;RES_ATTENDANCE;TABLE;;0;45;404;
COSWIN;RES_CLDR;TABLE;The res_cldr class encapsulates data and behaviour of employee calendar business object.;0;8439;405;
COSWIN;RES_EMPL;TABLE;Encapsulates employee business object data and behaviour.;0;2813;406;
COSWIN;RES_HOUR;TABLE;Encapsulates data and behaviour of resource usage business object.;0;5175;407;
COSWIN;RES_SKILL;TABLE;;0;0;408;
COSWIN;RES_SUPV;TABLE;This class encapsulates the data and the behaviour of supervisor business objects.;0;210;409;
COSWIN;RES_TRADE;TABLE;The Resource class encapsulates data and behaviour of human resource business object.;0;345;410;
COSWIN;RES_UNASSIGN;TABLE;;0;0;411;
COSWIN;RES_VALUE;TABLE;;0;0;412;
COSWIN;RE_RATE;TABLE;The rates for the employee. First rate is the fixed rate(Indx==0). The next rates have a user defined significance. There are at most ten rates. The rates heading are taken from parameters.;0;28130;413;
COSWIN;RH_HRS;TABLE;This class keeps information about day by day resource allocation;0;1894050;414;
COSWIN;ROSTER;TABLE;;0;0;415;
COSWIN;RT_RATE;TABLE;The rates for the resource. First rate is the fixed rate (Indx==0). The next rates have a user defined significance. There are at most ten rates. The rates heading are taken from parameters.;0;3450;416;
COSWIN;SDS_ALARM_INTRF;TABLE;;0;31;417;
COSWIN;SDS_INWARDS_INTRF;TABLE;;0;0;418;
COSWIN;SDS_ITEM_INTRF;TABLE;;0;0;419;
COSWIN;SDS_PICKING_INTRF;TABLE;;0;0;420;
COSWIN;SDS_STKCOUNT_INTRF;TABLE;;0;0;421;
COSWIN;SDS_STOCKADJ_INTRF;TABLE;;0;0;422;
COSWIN;SDS_UOM_INTRF;TABLE;;0;0;423;
COSWIN;SERVICE;TABLE;;0;0;424;
COSWIN;SESSION_INTRF;TABLE;;0;1499411;425;
COSWIN;SHIFT;TABLE;;0;6;426;
COSWIN;SHIFT_PATTERN;TABLE;;0;5;427;
COSWIN;SHIFT_RESOURCE;TABLE;;0;84;428;
COSWIN;SKILL;TABLE;;0;30;429;
COSWIN;STEP;TABLE;;0;142;430;
COSWIN;STK_ADJ;TABLE;This class encapsulates data and behaviour of an adjustment.;0;31434;431;
COSWIN;STORES;TABLE;This class describes the data and behaviour of the store business object.;0;55;432;
COSWIN;STORES_ITEMS;TABLE;;0;28965;433;
COSWIN;STORE_PTD;TABLE;Is the object that holds store period to date values.;0;275;434;
COSWIN;SUPL_ITEMS;TABLE;Intersection class between the item and the supplier.;0;109366;435;
COSWIN;SUPL_RMK;TABLE;;0;10652;436;
COSWIN;SUPPLIER_;TABLE;This class stores the information and behaviour of supplier business object. It has two contact points (commercial and technical).;0;4899;437;
COSWIN;SUPPL_AGREE;TABLE;;0;98;438;
COSWIN;SUPPL_AGREE_ITEM;TABLE;;0;388;439;
COSWIN;SUPPL_AGREE_RMK;TABLE;;0;18413;440;
COSWIN;SUP_PERF;TABLE;;0;18315;441;
COSWIN;SYSTEM_;TABLE;Owner table for the plant calendar years;0;1;442;
COSWIN;S_DISC_PRI;TABLE;The discount unit prices for a supplier item.;0;437464;443;
COSWIN;S_DISC_RATEP;TABLE;The percentages of discount for a supplier item.;0;437464;444;
COSWIN;S_EARL;TABLE;This class stores information about how many times the supplier delivered early in a given interval of time.;;;;
;"There are values defined in parameters that specify the intervals.""";0;9798;445;;;
COSWIN;S_LATE;TABLE;This class stores information about how many times the supplier delivered late in a given interval of time.;;;;
;"There are values defined in parameters that specify the intervals.""";0;19596;446;;;
COSWIN;S_ORD_QTY_VAL;TABLE;;0;437464;447;
COSWIN;S_PAY;TABLE;;0;14697;448;
COSWIN;TEMP_CMMT;TABLE;;0;0;449;
COSWIN;TEMP_SETS_LIST;TABLE;;0;263;450;
COSWIN;TEMP_STATS;TABLE;;0;1209;451;
COSWIN;TEMP_TAR_DET;TABLE;;0;291;452;
COSWIN;TH_LINE;TABLE;This class keeps the names of the attributes of a specification class. Continuity of Indx is not compulsory.;0;147;453;
COSWIN;TMP_CHG_FIELDS;TABLE;;0;0;454;
COSWIN;TN_LINE;TABLE; Maintains the attribute values for an equipment Specification. It's not compulsory to have values for all the attributes of a SpecificationClass defined for the equipment.;0;150108;455;
COSWIN;TRACE;TABLE;;0;0;456;
COSWIN;TRACE_ODC;TABLE;;0;0;457;
COSWIN;TRANSFER_;TABLE;This class encapsulates the data and the behaviour of transfer business objects.;0;48443;458;
COSWIN;TRANSPORTER;TABLE;;0;0;459;
COSWIN;TRANSP_STEP;TABLE;;0;0;460;
COSWIN;TRANS_FOLLOW_UP;TABLE;;0;142;461;
COSWIN;TR_ITEMS;TABLE;;0;48445;462;
COSWIN;T_ACCESS_REQUEST_T;TABLE;;0;0;463;
COSWIN;T_AMS_PARAM_T;TABLE;;0;9;464;
COSWIN;T_AMS_PERMIT_T;TABLE;;0;1;465;
COSWIN;T_AUDIT_T_LCC_CF_T;TABLE;;0;2;466;
COSWIN;T_AUDIT_T_LCC_MEAN_T;TABLE;;0;3679;467;
COSWIN;T_AUDIT_T_LCC_MTHLY_T;TABLE;;0;3621;468;
COSWIN;T_AUDIT_T_LCC_T;TABLE;;0;3218;469;
COSWIN;T_CONF_ELEC_CONF;TABLE;;0;0;470;
COSWIN;T_CONF_POSS_CONF;TABLE;;0;0;471;
COSWIN;T_ELEC_CONFLICT;TABLE;;0;0;472;
COSWIN;T_FAC_PARAM_T;TABLE;;0;59;473;
COSWIN;T_KERN_EMPL;TABLE;;0;0;474;
COSWIN;T_KERN_FAC;TABLE;;0;22;475;
COSWIN;T_LCC_CF_T;TABLE;;0;46;476;
COSWIN;T_LCC_MEAN_T;TABLE;;0;84;477;
COSWIN;T_LCC_MTHLY_T;TABLE;;0;319;478;
COSWIN;T_LCC_T;TABLE;;0;1287;479;
COSWIN;T_ODC_RESET_FLAG_T;TABLE;;0;0;480;
COSWIN;T_ODC_STAB_T;TABLE;;0;0;481;
COSWIN;T_POSS_CONFLICT;TABLE;;0;49;482;
COSWIN;T_STABLING_T;TABLE;;0;0;483;
COSWIN;T_STAB_PARAM_T;TABLE;;0;6;484;
COSWIN;T_STAB_PRIOR_T;TABLE;;0;2;485;
COSWIN;T_TAR_CMMT;TABLE;;0;41205;486;
COSWIN;T_TAR_LATE;TABLE;;0;14798;487;
COSWIN;T_TAS_ATAR;TABLE;;0;45435;488;
COSWIN;T_TAS_ATOA;TABLE;;0;25347;489;
COSWIN;T_TAS_CUT_OFF_DT;TABLE;;0;1200;490;
COSWIN;T_TAS_E_SECT;TABLE;;0;87;491;
COSWIN;T_TAS_IND_RES;TABLE;;0;0;492;
COSWIN;T_TAS_NEMP;TABLE;;0;14;493;
COSWIN;T_TAS_PM_PIC;TABLE;;0;704;494;
COSWIN;T_TAS_PM_PIC_HIS;TABLE;;0;0;495;
COSWIN;T_TAS_ST_MGR;TABLE;;0;18;496;
COSWIN;T_TAS_TAR_EMP;TABLE;;0;0;497;
COSWIN;T_TAS_TAR_E_SECT;TABLE;;0;75966;498;
COSWIN;T_TAS_TAR_FAC;TABLE;;0;0;499;
COSWIN;T_TAS_TAR_IND_RES;TABLE;;0;0;500;
COSWIN;T_TAS_TAR_NEMP;TABLE;;0;0;501;
COSWIN;T_TAS_TAR_T_SECT;TABLE;;0;522200;502;
COSWIN;T_TAS_TRACE;TABLE;;0;407491;503;
COSWIN;T_TAS_T_SECT;TABLE;;0;310;504;
COSWIN;T_TOA_CMMT;TABLE;;0;25347;505;
COSWIN;T_TRAIN_EQCD_T;TABLE;;0;0;506;
COSWIN;T_WASHCODE_T;TABLE;;0;0;507;
COSWIN;T_WC_JBTY_T;TABLE;;0;4;508;
COSWIN;T_WC_PARAM_T;TABLE;;0;2;509;
COSWIN;T_WO_STATUS_T;TABLE;;0;5;510;
COSWIN;UNITS;TABLE;Encapsulates unit business objects data and behaviour.;0;156;511;
COSWIN;UNITS_CONV;TABLE;Encapsulates unit conversion business objects data and behaviour.;0;272;512;
COSWIN;USERS_WMDB;TABLE;Holds the Resource Editor schema associated to a user.;0;20;513;
COSWIN;USR_RIGHTS;TABLE;Keep the rights for modules functionalities for each user.;0;432600;514;
COSWIN;VALIDED_BY;TABLE;;0;141;515;
COSWIN;VAL_CIRCUIT;TABLE;;0;1;516;
COSWIN;VAL_COMMENTS;TABLE;;0;0;517;
COSWIN;VAL_CONDITION;TABLE;;0;3;518;
COSWIN;VAL_STEP;TABLE;;0;1;519;
COSWIN;WIN_USERS;TABLE;Holds the COSWIN users and their owning groups.;0;2163;520;
COSWIN;WIP_AE;TABLE;Used to store worked hours for actions.;0;257;521;
COSWIN;WIP_WA;TABLE;Encapsulates data and behaviour of WorkOrder action feedback business object.;0;439868;522;
COSWIN;WIP_WE;TABLE;Encapsulates employee time feedback business object data and behaviour.;0;991111;523;
COSWIN;WIP_WN;TABLE;;0;378154;524;
COSWIN;WIP_WO;TABLE;The wip_wo class encapsulates data and behaviour of work order business object.;0;434312;525;
COSWIN;WIP_WO_EMPL;TABLE;;0;14;526;
COSWIN;WIP_WO_SHIFT;TABLE;;0;1146;527;
COSWIN;WIP_WS;TABLE;This class encapsulates the data and the behaviour of stock usage for work order business object.;0;110439;528;
COSWIN;WIP_WT;TABLE;This class encapsulates the data and the behaviour of resource usage for work order business object.;0;558988;529;
COSWIN;WK_COLUMNS;TABLE;;0;214;530;
COSWIN;WORKORDER_INTRF;TABLE;;0;0;531;
COSWIN;WO_EMPL_ASSIGN;TABLE;;0;0;532;
COSWIN;WO_METERFDBK;TABLE;;0;6750;533;
COSWIN;WP_WORK_PERMIT;TABLE;;0;1767;534;
COSWIN;WP_WORK_PERMIT_EMPL;TABLE;;0;253;535;
COSWIN;WP_WORK_PERMIT_INFO;TABLE;;0;0;536;
COSWIN;WP_WORK_PERMIT_TYPE;TABLE;;0;2;537;
